bnf_id,expected_openiti_uri,matched_uris,threshold,best_score,found_correct,num_false_positives,search_time_ms
OAI_11000954,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0385Daraqutni.FawaidMuntaqatDhuhli|0584IbnMunqidhShayzari.Ictibar|0607IbnTabarzad.JuzShurut|0711IbnIbrahimCimadDinWasiti.Rihla|0845Maqrizi.Mawaciz|0845Maqrizi.Rasail|1299MuhammadCulayshMaliki.FathCali|1331JurjiZaydan.AhmadIbnTulun|1377MuhammadCabdAllahDarraz.Din,0.7,100.00,True,9,685.0
OAI_11000954,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0385Daraqutni.FawaidMuntaqatDhuhli|0584IbnMunqidhShayzari.Ictibar|0845Maqrizi.Mawaciz|1331JurjiZaydan.AhmadIbnTulun|1377MuhammadCabdAllahDarraz.Din,0.75,100.00,True,5,685.1
OAI_11000954,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0385Daraqutni.FawaidMuntaqatDhuhli|0584IbnMunqidhShayzari.Ictibar|0845Maqrizi.Mawaciz|1377MuhammadCabdAllahDarraz.Din,0.8,100.00,True,4,711.7
OAI_11000954,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0584IbnMunqidhShayzari.Ictibar|1377MuhammadCabdAllahDarraz.Din,0.85,100.00,False,3,705.6
OAI_11000954,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0584IbnMunqidhShayzari.Ictibar|1377MuhammadCabdAllahDarraz.Din,0.9,100.00,False,3,716.7
OAI_11001068,0697IbnWasil.MufarrijKurub,0262CumarIbnShabba.TarikhMadina|0298HadiIlaHaqqYahya.MinMasailCalawi|0298HadiIlaHaqqYahya.MinMasailIbnCubaydAllah|0298HadiIlaHaqqYahya.RaddCalaHasan|0385Daraqutni.FawaidMuntaqatDhuhli|0398MaslamaMajriti.FaslLaysaMinKitab|0443AbuSacidGardizi.ZaynAkhbar|0448HilalSabi.Tarikh|0463AbuSacidGardizi.ZaynAkhbar|0520IbnWalidTurtushi.SirajMuluk|0580IbnCimrani.InbaFiTarikhKhulafa|0607IbnTabarzad.JuzShurut|0697IbnWasil.MufarrijKurub|0725BaybarsMansuri.MukhtarAkhbar|0748Dhahabi.WasiyyaLiMuhammadIbnRafic|0800IbnCabdRahmanCuthmani.TarikhSafad|0911Suyuti.TarikhKhulafa|1048MalikShahSistani.IhyaMuluk|1052HaqqiDihlawi.AkhbarAkhyar|1053MuhammadQasimFirishta.Tarikh|1331JurjiZaydan.AhmadIbnTulun|1338AbuMuslimBahlani.Diwan|1346IlyasAyyubi.MuhammadCali|1359SulaymanBaruni.RisalaIlaSalimRawahi|1369MuhammadRida.Muhammad|1370SalimQubcayn.HikamNabiMuhammad|1375MuhammadHusaynHaykal.HayatMuhammad|1376IbrahimZaydan.NawadirKhulafa|1377MuhammadCabdAllahDarraz.Din|1378CabdWahhabCazzam.MuhammadIqbal|1379KamilKilani.MasaricKhulafa|1381MuhammadShafiqGhurbal.MuhammadCaliKabir|1383CabbasMahmudCaqqad.Allah,0.7,100.00,True,32,1822.3
OAI_11001068,0697IbnWasil.MufarrijKurub,0298HadiIlaHaqqYahya.RaddCalaHasan|0385Daraqutni.FawaidMuntaqatDhuhli|0398MaslamaMajriti.FaslLaysaMinKitab|0443AbuSacidGardizi.ZaynAkhbar|0448HilalSabi.Tarikh|0463AbuSacidGardizi.ZaynAkhbar|0580IbnCimrani.InbaFiTarikhKhulafa|0697IbnWasil.MufarrijKurub|0748Dhahabi.WasiyyaLiMuhammadIbnRafic|0911Suyuti.TarikhKhulafa|1053MuhammadQasimFirishta.Tarikh|1331JurjiZaydan.AhmadIbnTulun|1369MuhammadRida.Muhammad|1377MuhammadCabdAllahDarraz.Din|1383CabbasMahmudCaqqad.Allah,0.75,100.00,True,14,1791.5
OAI_11001068,0697IbnWasil.MufarrijKurub,0298HadiIlaHaqqYahya.RaddCalaHasan|0385Daraqutni.FawaidMuntaqatDhuhli|0398MaslamaMajriti.FaslLaysaMinKitab|0448HilalSabi.Tarikh|0580IbnCimrani.InbaFiTarikhKhulafa|0697IbnWasil.MufarrijKurub|0911Suyuti.TarikhKhulafa|1053MuhammadQasimFirishta.Tarikh|1369MuhammadRida.Muhammad|1377MuhammadCabdAllahDarraz.Din|1383CabbasMahmudCaqqad.Allah,0.8,100.00,True,10,1779.1
OAI_11001068,0697IbnWasil.MufarrijKurub,0298HadiIlaHaqqYahya.RaddCalaHasan|0398MaslamaMajriti.FaslLaysaMinKitab|0448HilalSabi.Tarikh|0697IbnWasil.MufarrijKurub|0911Suyuti.TarikhKhulafa|1053MuhammadQasimFirishta.Tarikh|1369MuhammadRida.Muhammad|1377MuhammadCabdAllahDarraz.Din|1383CabbasMahmudCaqqad.Allah,0.85,100.00,True,8,1747.5
OAI_11001068,0697IbnWasil.MufarrijKurub,0398MaslamaMajriti.FaslLaysaMinKitab|0448HilalSabi.Tarikh|0697IbnWasil.MufarrijKurub|0911Suyuti.TarikhKhulafa|1053MuhammadQasimFirishta.Tarikh|1369MuhammadRida.Muhammad|1377MuhammadCabdAllahDarraz.Din|1383CabbasMahmudCaqqad.Allah,0.9,100.00,True,7,1798.8
