bnf_id,expected_openiti_uri,matched_uris,threshold,best_score,found_correct,num_false_positives,search_time_ms
OAI_10882524,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0298HadiIlaHaqqYahya.MinMasailCalawi|0298HadiIlaHaqqYahya.RaddCalaHasan|0385Daraqutni.FawaidMuntaqatDhuhli|0584IbnMunqidhShayzari.Ictibar|0584IbnMusaHazimi.IctibarFiNasikhWaMansukh|0607IbnTabarzad.JuzShurut|0845Maqrizi.Mawaciz|0845Maqrizi.Rasail|1354RashidRida.WahyMuhammadi|1374AhmadZakiAbuShadi.MinSama|1423TharwatAbaza.KhuyutSama|1423TharwatAbaza.TariqMinSama,0.7,100.00,True,12,1177.8
OAI_10882524,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0298HadiIlaHaqqYahya.MinMasailCalawi|0298HadiIlaHaqqYahya.RaddCalaHasan|0385Daraqutni.FawaidMuntaqatDhuhli|0584IbnMunqidhShayzari.Ictibar|0845Maqrizi.Mawaciz|1374AhmadZakiAbuShadi.MinSama|1423TharwatAbaza.TariqMinSama,0.75,100.00,True,7,1224.5
OAI_10882524,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0298HadiIlaHaqqYahya.RaddCalaHasan|0385Daraqutni.FawaidMuntaqatDhuhli|0584IbnMunqidhShayzari.Ictibar|1374AhmadZakiAbuShadi.MinSama,0.8,100.00,False,5,1251.9
OAI_10882524,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0298HadiIlaHaqqYahya.RaddCalaHasan|0584IbnMunqidhShayzari.Ictibar|1374AhmadZakiAbuShadi.MinSama,0.85,100.00,False,4,1229.4
OAI_10882524,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0584IbnMunqidhShayzari.Ictibar|1374AhmadZakiAbuShadi.MinSama,0.9,100.00,False,3,1163.6
OAI_10884186,0732AbuFida.MukhtasarFiAkhbar,0215IbnCabdAllahAnsari.HadithAnsari|0233YahyaIbnMacin.MacrifatRijal|0249Azraqi.AkhbarMakka|0258IbnYahyaNaysaburi.Juz|0298HadiIlaHaqqYahya.MinMasailCalawi|0298HadiIlaHaqqYahya.MinMasailIbnCubaydAllah|0298HadiIlaHaqqYahya.RaddCalaHasan|0303Nasai.TasmiyatMashayikh|0310IbnCaliMadaini.Fawaid|0324IbnMuhammadNaysaburi.Fawaid|0329IbnAhmadRabaci.Hadith|0331IbnMukhalladCattar.MuntaqaHadith|0350IbnAbiJarrah.Hadith|0350MuhammadIbnIbrahim.Fawaid|0365AbuAhmadMudari.Fawaid|0372AbuBakrDaqqaq.Hadith|0375IbnJacfarJabari.Ahadith|0385Daraqutni.FawaidMuntaqatDhuhli|0398IbnCaliHamadhani.Hadith|0414HilalHaffar.Juz|0425Anonymous.FawaidIbnSaltWaAbiAhmadFaradi|0448HilalSabi.Tarikh|0450AbuHasanShirazi.Ahadith|0450IbnYacqubDibaji.MinFawaid|0458Bayhaqi.MacrifatSunanWaAthar|0488IbnWahhabHanbali.Masmucat|0498IbnMuhammadAbuBakrIsbahani.Juz|0510AbuKhattabKalwadhani.Hidaya|0525AbuQasimIbnHusayn.Amali|0563IbnCaliTamidhi.Juz|0576AbuTahirSilafi.Mashyakha|0578IbnBashkuwal.ShuyukhIbnWahb|0584HasanRassas.MukhtasarFiIthbatAcrad|0607IbnTabarzad.JuzShurut|0642TajDinIbnHammuyaJuwayni.Musalsalat|0643DiyaDinMaqdisi.Ahwal|0643DiyaDinMaqdisi.SifatNabi|0675AbuCabdAllahWarraq.Fawaid|0690IbnBukhari.AsnaMaqasid|0732AbuFida.MukhtasarFiAkhbar|0749AbuFathIbnMuhibb.Juz|0775IbnAbiWafa.Juz|0794BadrDinZarkashi.TasilBuna|0807Makkudi.SharhCalaAlfiyya|0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr|0845Maqrizi.Rasail|0874IbnTaghribirdi.NujumZahira|0909IbnMabrid.GhayatSul|0919IbnGhaziMiknasi.TacallulBiRusumIsnad|0936IbnAhmadShammacHalabi.Thabt|1095Anonymous.TaqwimTawarikh|1189AbuHasanGulistana.MujmalTawarikh|1220MuhammadKhalilMarcashi.MajmacTawarikh|1304CabdHayyLaknawi.KhayrKhabr|1331JurjiZaydan.AhmadIbnTulun|1366IliyasAbuShabaka.TarikhNapoleonBonaparte|1368IbrahimRamzi.MalikLear|1369AhmadHafizCawad.NapoleonFiMisr|1369MuhammadRida.Muhammad|1371MuhsinAminCamili.TalkhisAkhbarShucaraShica|1373MuhammadLutfiJumca.ThawratIslamWaBatalAnbiya|1378YusufKaram.TabicaWaMaBacdaTabica|1383CabbasMahmudCaqqad.Allah|1427NajibMahfuz.MisrQadima|1450IbnMukhtarSusi.DalilMuallafatMukhtar|1450MuhammadSacidJamalDin.AkhbarSalajiqatRum|1450Multiple.MawsucaMujazaFiTarikhIslami|1450ShaymaCabdHakimTaha.FiQalbMisr|MS0090IstanbulTopkapi.H1653|MS0098TehranUL.Ms9067,0.7,100.00,True,69,3088.6
OAI_10884186,0732AbuFida.MukhtasarFiAkhbar,0215IbnCabdAllahAnsari.HadithAnsari|0233YahyaIbnMacin.MacrifatRijal|0258IbnYahyaNaysaburi.Juz|0298HadiIlaHaqqYahya.MinMasailCalawi|0298HadiIlaHaqqYahya.MinMasailIbnCubaydAllah|0298HadiIlaHaqqYahya.RaddCalaHasan|0324IbnMuhammadNaysaburi.Fawaid|0329IbnAhmadRabaci.Hadith|0331IbnMukhalladCattar.MuntaqaHadith|0350IbnAbiJarrah.Hadith|0350MuhammadIbnIbrahim.Fawaid|0365AbuAhmadMudari.Fawaid|0372AbuBakrDaqqaq.Hadith|0375IbnJacfarJabari.Ahadith|0385Daraqutni.FawaidMuntaqatDhuhli|0414HilalHaffar.Juz|0425Anonymous.FawaidIbnSaltWaAbiAhmadFaradi|0448HilalSabi.Tarikh|0450IbnYacqubDibaji.MinFawaid|0458Bayhaqi.MacrifatSunanWaAthar|0488IbnWahhabHanbali.Masmucat|0498IbnMuhammadAbuBakrIsbahani.Juz|0510AbuKhattabKalwadhani.Hidaya|0525AbuQasimIbnHusayn.Amali|0563IbnCaliTamidhi.Juz|0576AbuTahirSilafi.Mashyakha|0578IbnBashkuwal.ShuyukhIbnWahb|0642TajDinIbnHammuyaJuwayni.Musalsalat|0643DiyaDinMaqdisi.Ahwal|0643DiyaDinMaqdisi.SifatNabi|0675AbuCabdAllahWarraq.Fawaid|0732AbuFida.MukhtasarFiAkhbar|0749AbuFathIbnMuhibb.Juz|0775IbnAbiWafa.Juz|0794BadrDinZarkashi.TasilBuna|0807Makkudi.SharhCalaAlfiyya|0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr|0909IbnMabrid.GhayatSul|1189AbuHasanGulistana.MujmalTawarikh|1220MuhammadKhalilMarcashi.MajmacTawarikh|1366IliyasAbuShabaka.TarikhNapoleonBonaparte|1369AhmadHafizCawad.NapoleonFiMisr|1369MuhammadRida.Muhammad|1373MuhammadLutfiJumca.ThawratIslamWaBatalAnbiya|1378YusufKaram.TabicaWaMaBacdaTabica|1383CabbasMahmudCaqqad.Allah|1427NajibMahfuz.MisrQadima|1450IbnMukhtarSusi.DalilMuallafatMukhtar|1450ShaymaCabdHakimTaha.FiQalbMisr|MS0090IstanbulTopkapi.H1653|MS0098TehranUL.Ms9067,0.75,100.00,True,50,3102.7
OAI_10884186,0732AbuFida.MukhtasarFiAkhbar,0298HadiIlaHaqqYahya.RaddCalaHasan|0385Daraqutni.FawaidMuntaqatDhuhli|0448HilalSabi.Tarikh|0732AbuFida.MukhtasarFiAkhbar|0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr|1366IliyasAbuShabaka.TarikhNapoleonBonaparte|1369AhmadHafizCawad.NapoleonFiMisr|1378YusufKaram.TabicaWaMaBacdaTabica|1383CabbasMahmudCaqqad.Allah,0.8,100.00,True,8,3199.1
OAI_10884186,0732AbuFida.MukhtasarFiAkhbar,0298HadiIlaHaqqYahya.RaddCalaHasan|0448HilalSabi.Tarikh|0732AbuFida.MukhtasarFiAkhbar|1378YusufKaram.TabicaWaMaBacdaTabica|1383CabbasMahmudCaqqad.Allah,0.85,100.00,True,4,3126.7
OAI_10884186,0732AbuFida.MukhtasarFiAkhbar,0448HilalSabi.Tarikh|0732AbuFida.MukhtasarFiAkhbar|1378YusufKaram.TabicaWaMaBacdaTabica|1383CabbasMahmudCaqqad.Allah,0.9,100.00,True,3,3031.8
OAI_10884191,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0298HadiIlaHaqqYahya.MinMasailCalawi|0298HadiIlaHaqqYahya.RaddCalaHasan|0385Daraqutni.FawaidMuntaqatDhuhli|0584IbnMunqidhShayzari.Ictibar|0607IbnTabarzad.JuzShurut|0845Maqrizi.Mawaciz|0845Maqrizi.Rasail,0.7,100.00,True,7,1059.9
OAI_10884191,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0298HadiIlaHaqqYahya.MinMasailCalawi|0298HadiIlaHaqqYahya.RaddCalaHasan|0385Daraqutni.FawaidMuntaqatDhuhli|0584IbnMunqidhShayzari.Ictibar|0845Maqrizi.Mawaciz,0.75,100.00,True,5,980.1
OAI_10884191,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0298HadiIlaHaqqYahya.RaddCalaHasan|0385Daraqutni.FawaidMuntaqatDhuhli|0584IbnMunqidhShayzari.Ictibar,0.8,100.00,False,4,995.5
OAI_10884191,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0298HadiIlaHaqqYahya.RaddCalaHasan|0584IbnMunqidhShayzari.Ictibar,0.85,100.00,False,3,1008.6
OAI_10884191,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0584IbnMunqidhShayzari.Ictibar,0.9,100.00,False,2,953.5
OAI_11000928,0874IbnTaghribirdi,0430IbnHaytham.HayatCalam|0728IbnTaymiyya.KhilafaWaMulk|1354RashidRida.Khilafa|1450MuhammadYahyaCizzan.QurashiyyatKhilafa,0.7,100.00,False,4,1106.2
OAI_11000928,0874IbnTaghribirdi,1354RashidRida.Khilafa,0.75,100.00,False,1,1049.9
OAI_11000928,0874IbnTaghribirdi,1354RashidRida.Khilafa,0.8,100.00,False,1,1045.7
OAI_11000928,0874IbnTaghribirdi,1354RashidRida.Khilafa,0.85,100.00,False,1,1028.8
OAI_11000928,0874IbnTaghribirdi,1354RashidRida.Khilafa,0.9,100.00,False,1,1019.3
OAI_11000947,0874IbnTaghribirdi.NujumZahira,0385Daraqutni.FawaidMuntaqatDhuhli|0607IbnTabarzad.JuzShurut|0845Maqrizi.Rasail|0874IbnTaghribirdi.NujumZahira|1061NajmDinGhazzi.KawakibSaira|1374AhmadZakiAbuShadi.MinSama|1412YusufIdris.AkhirDunya|1423TharwatAbaza.KhuyutSama|1450ZahraSami.SanicNujum,0.7,87.00,True,8,1132.7
OAI_11000947,0874IbnTaghribirdi.NujumZahira,0385Daraqutni.FawaidMuntaqatDhuhli|0874IbnTaghribirdi.NujumZahira|1374AhmadZakiAbuShadi.MinSama|1412YusufIdris.AkhirDunya,0.75,87.00,True,3,1100.8
OAI_11000947,0874IbnTaghribirdi.NujumZahira,0385Daraqutni.FawaidMuntaqatDhuhli|0874IbnTaghribirdi.NujumZahira|1374AhmadZakiAbuShadi.MinSama,0.8,87.00,True,2,1112.2
OAI_11000947,0874IbnTaghribirdi.NujumZahira,0874IbnTaghribirdi.NujumZahira,0.85,87.00,True,0,1116.8
OAI_11000947,0874IbnTaghribirdi.NujumZahira,,0.9,0.00,False,0,1162.8
OAI_11000949,0911Suyuti.HusnMuhadara,0214IbnCabdHakamMisri.SiratCumarIbnCabdCaziz|0388IbnHasanHatimi.HilyatMuhadara|0911Suyuti.HusnMuhadara,0.7,88.00,True,2,772.1
OAI_11000949,0911Suyuti.HusnMuhadara,0388IbnHasanHatimi.HilyatMuhadara|0911Suyuti.HusnMuhadara,0.75,88.00,True,1,730.0
OAI_11000949,0911Suyuti.HusnMuhadara,0911Suyuti.HusnMuhadara,0.8,88.00,True,0,733.6
OAI_11000949,0911Suyuti.HusnMuhadara,0911Suyuti.HusnMuhadara,0.85,88.00,True,0,682.9
OAI_11000949,0911Suyuti.HusnMuhadara,,0.9,0.00,False,0,718.7
OAI_11000954,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0385Daraqutni.FawaidMuntaqatDhuhli|0584IbnMunqidhShayzari.Ictibar|0607IbnTabarzad.JuzShurut|0845Maqrizi.Mawaciz|0845Maqrizi.Rasail,0.7,100.00,True,5,615.3
OAI_11000954,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0385Daraqutni.FawaidMuntaqatDhuhli|0584IbnMunqidhShayzari.Ictibar|0845Maqrizi.Mawaciz,0.75,100.00,True,3,603.5
OAI_11000954,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0385Daraqutni.FawaidMuntaqatDhuhli|0584IbnMunqidhShayzari.Ictibar,0.8,100.00,False,3,636.5
OAI_11000954,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0584IbnMunqidhShayzari.Ictibar,0.85,100.00,False,2,592.6
OAI_11000954,0845Maqrizi.Mawaciz,0182AbuYusufYacqub.Athar|0584IbnMunqidhShayzari.Ictibar,0.9,100.00,False,2,614.0
OAI_11001068,0697IbnWasil.MufarrijKurub,0298HadiIlaHaqqYahya.MinMasailCalawi|0298HadiIlaHaqqYahya.RaddCalaHasan|0385Daraqutni.FawaidMuntaqatDhuhli|0398MaslamaMajriti.FaslLaysaMinKitab|0443AbuSacidGardizi.ZaynAkhbar|0463AbuSacidGardizi.ZaynAkhbar|0520IbnWalidTurtushi.SirajMuluk|0607IbnTabarzad.JuzShurut|0697IbnWasil.MufarrijKurub|0725BaybarsMansuri.MukhtarAkhbar|0800IbnCabdRahmanCuthmani.TarikhSafad|0911Suyuti.TarikhKhulafa|1048MalikShahSistani.IhyaMuluk|1052HaqqiDihlawi.AkhbarAkhyar|1053MuhammadQasimFirishta.Tarikh|1331JurjiZaydan.AhmadIbnTulun|1376IbrahimZaydan.NawadirKhulafa|1379KamilKilani.MasaricKhulafa,0.7,100.00,True,17,1918.8
OAI_11001068,0697IbnWasil.MufarrijKurub,0298HadiIlaHaqqYahya.MinMasailCalawi|0298HadiIlaHaqqYahya.RaddCalaHasan|0385Daraqutni.FawaidMuntaqatDhuhli|0398MaslamaMajriti.FaslLaysaMinKitab|0443AbuSacidGardizi.ZaynAkhbar|0463AbuSacidGardizi.ZaynAkhbar|0697IbnWasil.MufarrijKurub|0911Suyuti.TarikhKhulafa|1053MuhammadQasimFirishta.Tarikh,0.75,100.00,True,8,1928.1
OAI_11001068,0697IbnWasil.MufarrijKurub,0298HadiIlaHaqqYahya.RaddCalaHasan|0385Daraqutni.FawaidMuntaqatDhuhli|0398MaslamaMajriti.FaslLaysaMinKitab|0697IbnWasil.MufarrijKurub|0911Suyuti.TarikhKhulafa|1053MuhammadQasimFirishta.Tarikh,0.8,100.00,True,5,1962.7
OAI_11001068,0697IbnWasil.MufarrijKurub,0298HadiIlaHaqqYahya.RaddCalaHasan|0398MaslamaMajriti.FaslLaysaMinKitab|0697IbnWasil.MufarrijKurub|0911Suyuti.TarikhKhulafa|1053MuhammadQasimFirishta.Tarikh,0.85,100.00,True,4,1940.0
OAI_11001068,0697IbnWasil.MufarrijKurub,0398MaslamaMajriti.FaslLaysaMinKitab|0697IbnWasil.MufarrijKurub|0911Suyuti.TarikhKhulafa|1053MuhammadQasimFirishta.Tarikh,0.9,100.00,True,3,2004.0
