bnf_id,expected_uri,threshold,matched_uris,is_correct,num_matches,false_positives,search_time_ms
OAI_11000954,0845Maqrizi.Mawaciz,0.7,0182AbuYusufYacqub.Athar|0281IbnAbiDunya.IctibarWaAcqab|0584IbnMunqidhShayzari.Ictibar|0845Maqrizi.Mawaciz,True,4,3,604.8
OAI_11000954,0845Maqrizi.Mawaciz,0.75,0182AbuYusufYacqub.Athar|0281IbnAbiDunya.IctibarWaAcqab|0584IbnMunqidhShayzari.Ictibar|0845Maqrizi.Mawaciz,True,4,3,576.4
OAI_11000954,0845Maqrizi.Mawaciz,0.8,0182AbuYusufYacqub.Athar|0281IbnAbiDunya.IctibarWaAcqab|0584IbnMunqidhShayzari.Ictibar|0845Maqrizi.Mawaciz,True,4,3,579.5
OAI_11000954,0845Maqrizi.Mawaciz,0.85,0182AbuYusufYacqub.Athar|0281IbnAbiDunya.IctibarWaAcqab|0584IbnMunqidhShayzari.Ictibar|0845Maqrizi.Mawaciz,True,4,3,606.5
OAI_11000954,0845Maqrizi.Mawaciz,0.9,0182AbuYusufYacqub.Athar|0281IbnAbiDunya.IctibarWaAcqab|0584IbnMunqidhShayzari.Ictibar|0845Maqrizi.Mawaciz,True,4,3,608.6
OAI_11001068,0697IbnWasil.MufarrijKurub,0.7,0241IbnHanbal.MasailRiwayatCabdAllah|0310Tabari.Tarikh|0380AbuBakrKalabadhi.MacaniAkhbar|0443AbuSacidGardizi.ZaynAkhbar|0448HilalSabi.Tarikh|0463AbuSacidGardizi.ZaynAkhbar|0485NizamMulkWazir.SiyarMuluk|0520IbnWalidTurtushi.SirajMuluk|0580IbnCimrani.InbaFiTarikhKhulafa|0628IbnCaliSanhaji.AkhbarMuluk|0697IbnWasil.MufarrijKurub|0725BaybarsMansuri.MukhtarAkhbar|0800IbnCabdRahmanCuthmani.TarikhSafad|0808IbnKhaldun.Tarikh|0911Suyuti.TarikhKhulafa|1048MalikShahSistani.IhyaMuluk|1052HaqqiDihlawi.AkhbarAkhyar|1053MuhammadQasimFirishta.Tarikh|1331JurjiZaydan.AhmadIbnTulun|1338AbuMuslimBahlani.Diwan|1346IlyasAyyubi.MuhammadCali|1359SulaymanBaruni.RisalaIlaSalimRawahi|1369MuhammadRida.Muhammad|1375MuhammadHusaynHaykal.HayatMuhammad|1376IbrahimZaydan.NawadirKhulafa|1377MuhammadCabdAllahDarraz.Din|1378CabdWahhabCazzam.MuhammadIqbal|1379KamilKilani.MasaricKhulafa,True,28,27,1091.1
OAI_11001068,0697IbnWasil.MufarrijKurub,0.75,0310Tabari.Tarikh|0443AbuSacidGardizi.ZaynAkhbar|0448HilalSabi.Tarikh|0463AbuSacidGardizi.ZaynAkhbar|0580IbnCimrani.InbaFiTarikhKhulafa|0628IbnCaliSanhaji.AkhbarMuluk|0697IbnWasil.MufarrijKurub|0808IbnKhaldun.Tarikh|0911Suyuti.TarikhKhulafa|1053MuhammadQasimFirishta.Tarikh|1369MuhammadRida.Muhammad|1377MuhammadCabdAllahDarraz.Din,True,12,11,1080.4
OAI_11001068,0697IbnWasil.MufarrijKurub,0.8,0310Tabari.Tarikh|0448HilalSabi.Tarikh|0580IbnCimrani.InbaFiTarikhKhulafa|0697IbnWasil.MufarrijKurub|0808IbnKhaldun.Tarikh|0911Suyuti.TarikhKhulafa|1053MuhammadQasimFirishta.Tarikh|1369MuhammadRida.Muhammad|1377MuhammadCabdAllahDarraz.Din,True,9,8,1109.7
OAI_11001068,0697IbnWasil.MufarrijKurub,0.85,0448HilalSabi.Tarikh|0697IbnWasil.MufarrijKurub|0808IbnKhaldun.Tarikh|0911Suyuti.TarikhKhulafa|1053MuhammadQasimFirishta.Tarikh|1369MuhammadRida.Muhammad|1377MuhammadCabdAllahDarraz.Din,True,7,6,1146.0
OAI_11001068,0697IbnWasil.MufarrijKurub,0.9,0448HilalSabi.Tarikh|0697IbnWasil.MufarrijKurub|0808IbnKhaldun.Tarikh|0911Suyuti.TarikhKhulafa|1053MuhammadQasimFirishta.Tarikh|1369MuhammadRida.Muhammad|1377MuhammadCabdAllahDarraz.Din,True,7,6,1093.7
