uri,record,gallica_url,title_lat,creator_lat,uris_for_record
0728IbnTaymiyya.RisalaFiLafzSunna,OAI_11004318,http://gallica.bnf.fr/ark:/12148/btv1b11004318d,"['Seconde moitié du Coran (XIX, 1 à CXIV, 6).']",[],56
0505Ghazali.JawahirQuran,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0505Ghazali.JawahirQuran,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0505Ghazali.JawahirQuran,OAI_10030204,http://gallica.bnf.fr/ark:/12148/btv1b100302044,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],56
0505Ghazali.JawahirQuran,OAI_10030905,http://gallica.bnf.fr/ark:/12148/btv1b100309057,"['Ğuzʾ XIV du Coran (XV, 1 à XVI, 128).']",[],32
0505Ghazali.JawahirQuran,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0505Ghazali.JawahirQuran,OAI_11004318,http://gallica.bnf.fr/ark:/12148/btv1b11004318d,"['Seconde moitié du Coran (XIX, 1 à CXIV, 6).']",[],56
0620IbnQudamaMaqdisi.Burhan,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0620IbnQudamaMaqdisi.Burhan,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0620IbnQudamaMaqdisi.Burhan,OAI_10030203,http://gallica.bnf.fr/ark:/12148/btv1b10030203p,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],28
0620IbnQudamaMaqdisi.Burhan,OAI_10030204,http://gallica.bnf.fr/ark:/12148/btv1b100302044,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],56
0620IbnQudamaMaqdisi.Burhan,OAI_10030905,http://gallica.bnf.fr/ark:/12148/btv1b100309057,"['Ğuzʾ XIV du Coran (XV, 1 à XVI, 128).']",[],32
0620IbnQudamaMaqdisi.Burhan,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0620IbnQudamaMaqdisi.Burhan,OAI_11004318,http://gallica.bnf.fr/ark:/12148/btv1b11004318d,"['Seconde moitié du Coran (XIX, 1 à CXIV, 6).']",[],56
0728IbnTaymiyya.FaslFiMadarikKaraha,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0728IbnTaymiyya.FaslFiMadarikKaraha,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0728IbnTaymiyya.FaslFiMadarikKaraha,OAI_10030203,http://gallica.bnf.fr/ark:/12148/btv1b10030203p,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],28
0728IbnTaymiyya.FaslFiMadarikKaraha,OAI_10030204,http://gallica.bnf.fr/ark:/12148/btv1b100302044,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],56
0728IbnTaymiyya.FaslFiMadarikKaraha,OAI_10030905,http://gallica.bnf.fr/ark:/12148/btv1b100309057,"['Ğuzʾ XIV du Coran (XV, 1 à XVI, 128).']",[],32
0728IbnTaymiyya.FaslFiMadarikKaraha,OAI_10031184,http://gallica.bnf.fr/ark:/12148/btv1b10031184d,"['Fragments de papyrus et parchemin. Fragments de papyrus, papier, parchemin.']",[],22
0728IbnTaymiyya.FaslFiMadarikKaraha,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0728IbnTaymiyya.FaslFiMadarikKaraha,OAI_11004318,http://gallica.bnf.fr/ark:/12148/btv1b11004318d,"['Seconde moitié du Coran (XIX, 1 à CXIV, 6).']",[],56
0338AbuJacfarNahhas.IcrabQuran,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0338AbuJacfarNahhas.IcrabQuran,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0338AbuJacfarNahhas.IcrabQuran,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0620IbnQudamaMaqdisi.RisalaFiQuran,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0620IbnQudamaMaqdisi.RisalaFiQuran,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0620IbnQudamaMaqdisi.RisalaFiQuran,OAI_10030203,http://gallica.bnf.fr/ark:/12148/btv1b10030203p,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],28
0620IbnQudamaMaqdisi.RisalaFiQuran,OAI_10030204,http://gallica.bnf.fr/ark:/12148/btv1b100302044,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],56
0620IbnQudamaMaqdisi.RisalaFiQuran,OAI_10030905,http://gallica.bnf.fr/ark:/12148/btv1b100309057,"['Ğuzʾ XIV du Coran (XV, 1 à XVI, 128).']",[],32
0620IbnQudamaMaqdisi.RisalaFiQuran,OAI_10031245,http://gallica.bnf.fr/ark:/12148/btv1b10031245k,['Muḥammad ibn Aḥmad ibn Ḫamīs Abū ʿAbd Allāh. Risāla'],"['Ibn H̱amīs, Muḥammad ibn ʿUmar']",34
0620IbnQudamaMaqdisi.RisalaFiQuran,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0620IbnQudamaMaqdisi.RisalaFiQuran,OAI_11000512,http://gallica.bnf.fr/ark:/12148/btv1b110005123,['MUḤAMMAD IBN SĀLIM AL-ḤIFNĪ. [Risāla tataʿallaq bi-l-taqlīd fī l-furūʿ.]'],['Muḥammad [ibn Sālim] al-Ḥafnawī [al-Ḥifnī]'],1
0620IbnQudamaMaqdisi.RisalaFiQuran,OAI_11004318,http://gallica.bnf.fr/ark:/12148/btv1b11004318d,"['Seconde moitié du Coran (XIX, 1 à CXIV, 6).']",[],56
0761JamalDinIbnHisham.AsilaWaAjwibaFiIcrabQuran,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0761JamalDinIbnHisham.AsilaWaAjwibaFiIcrabQuran,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0761JamalDinIbnHisham.AsilaWaAjwibaFiIcrabQuran,OAI_10030203,http://gallica.bnf.fr/ark:/12148/btv1b10030203p,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],28
0761JamalDinIbnHisham.AsilaWaAjwibaFiIcrabQuran,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0338AbuJacfarNahhas.MacaniQuran,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0338AbuJacfarNahhas.MacaniQuran,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0338AbuJacfarNahhas.MacaniQuran,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0456IbnHazm.NasikhWaMansukh,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0456IbnHazm.NasikhWaMansukh,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0456IbnHazm.NasikhWaMansukh,OAI_10030204,http://gallica.bnf.fr/ark:/12148/btv1b100302044,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],56
0456IbnHazm.NasikhWaMansukh,OAI_10030905,http://gallica.bnf.fr/ark:/12148/btv1b100309057,"['Ğuzʾ XIV du Coran (XV, 1 à XVI, 128).']",[],32
0456IbnHazm.NasikhWaMansukh,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0456IbnHazm.NasikhWaMansukh,OAI_11004318,http://gallica.bnf.fr/ark:/12148/btv1b11004318d,"['Seconde moitié du Coran (XIX, 1 à CXIV, 6).']",[],56
0428AbuHusaynQuduri.Juz,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0428AbuHusaynQuduri.Juz,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0428AbuHusaynQuduri.Juz,OAI_10030197,http://gallica.bnf.fr/ark:/12148/btv1b10030197t,"[""Aḥmad ibn Muḥammad al-Ḫafağī. Nasīm al-riyāḍ fī šarḥ kitāb al-šifā'""]","['H̱afāǧī, Aḥmad ibn Muḥammad ibn ʿUmar al-', 'ʿIyāḍ ibn Mūsá al-Yaḥṣubī al-Sabtī']",3
0428AbuHusaynQuduri.Juz,OAI_10030235,http://gallica.bnf.fr/ark:/12148/btv1b10030235t,['Recueil de mawlidiyyāt'],"['Barzanğī, Ğaʿfar ibn Ḥasan al- (', 'Ḥulwānī, Aḥmad ibn Aḥmad', 'Nābulusī, ´Abd al-Ġanī ibn Ismā´īl al-', 'Dardīr, Aḥmad ibn Muḥammad', 'Ġarbī, Muḥammad ibn Muḥammad al- Azharī al-', 'Qāwuqğī , Muḥammad ibn Ḫalīl al-']",5
0428AbuHusaynQuduri.Juz,OAI_10030251,http://gallica.bnf.fr/ark:/12148/btv1b10030251v,['Recueil de contes'],[],2
0428AbuHusaynQuduri.Juz,OAI_10031257,http://gallica.bnf.fr/ark:/12148/btv1b10031257w,['Aḥmad ibn Muḥammad Ibn al-Qāḍī. Fatḥ al-ḫabīr bi-ḥusn al-tadbīr li-fakk rumūz al-iksīr fī ṣināʿat al-taksīr'],"['Ibn al-Qāḍī, Aḥmad ibn Muḥammad', 'Ibn Luyūn al-Tuǧībī, Saʿd ibn Aḥmad']",2
0428AbuHusaynQuduri.Juz,OAI_10884180,http://gallica.bnf.fr/ark:/12148/btv1b10884180d,"['Écrits sacrés des Druzes, 3ème volume.']",[],1
0428AbuHusaynQuduri.Juz,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0428AbuHusaynQuduri.Juz,OAI_11000309,http://gallica.bnf.fr/ark:/12148/btv1b110003092,['MUḤAMMAD IBN MUḤAMMAD IBN AL-MUʿALLIM. Naǧm al-muhtadī wa-raǧm al-muʿtadī.'],"['Aḥmad ibn Taimiyya', 'Muḥammad ibn Muḥammad ibn al-Muʿallim']",8
0428AbuHusaynQuduri.Juz,OAI_11000540,http://gallica.bnf.fr/ark:/12148/btv1b11000540f,['AḤMAD IBN MUḤAMMAD AL-ĠAZNAWĪ. al-Muqaddima al-ġaznawiyya. La copie porte en tête Kitāb al-Ġaznawī.'],['Aḥmad ibn Muḥammad al-Ġaznawī'],2
0428AbuHusaynQuduri.Juz,OAI_11000752,http://gallica.bnf.fr/ark:/12148/btv1b11000752h,['Recueil.'],"['Yaʿqūb ibn ʿAlī al-Rūmī al-Brūsawī', 'Aḥmad ibn Muḥammad al-Ġazālī', 'Muḥammad ibn Muḥammad al-Ġazālī']",3
0428AbuHusaynQuduri.Juz,OAI_11000847,http://gallica.bnf.fr/ark:/12148/btv1b11000847q,['MUḤAMMAD IBN AḤMAD QUṬB AL-DĪN AL-NAHRAWĀLĪ. Al-Barq al-yamānī fī l-fatḥ al-ʿuṯmānī.'],['Muḥammad ibn Aḥmad al-Nahrawālī'],2
0428AbuHusaynQuduri.Juz,OAI_11000848,http://gallica.bnf.fr/ark:/12148/btv1b110008485,['MUḤAMMAD IBN AḤMAD QUṬB AL-DĪN AL-NAHRAWĀLĪ. Al-Barq al-yamānī fī l-fatḥ al-ʿuṯmānī.'],['Muḥammad ibn Aḥmad al-Nahrawālī'],2
0428AbuHusaynQuduri.Juz,OAI_11001102,http://gallica.bnf.fr/ark:/12148/btv1b11001102h,"[""MUḤAMMAD IBN AḤMAD NAǦM AL-DĪN AL-ĠAYṬĪ. al-Ǧawāb al-qawīm ʿan al-suʾāl bi-iqṭāʿ al-sayyid Tamīm. Consultation de Naǧm al-Dīn al-Ġayṭī au sujet de la donation de terres qu'aurait faite le prophète en faveur de Tamīm al-Dārī.""]",['Muḥammad ibn Aḥmad al-Ġayṭī'],2
0428AbuHusaynQuduri.Juz,OAI_11001115,http://gallica.bnf.fr/ark:/12148/btv1b110011158,"['MUḤAMMAD IBN AḤMAD IBN ʿABD AL-ʿUTBĪ. al-ʿUtbiyya, acéphale (Kitāb al-taflīs — Kitāb al-ʿitq).']",['Muḥammad ibn Aḥmad al-ʿUtbī'],2
0428AbuHusaynQuduri.Juz,OAI_11001184,http://gallica.bnf.fr/ark:/12148/btv1b11001184q,"['Écrits sacrés des Druzes, 3ème volume.']",[],1
0428AbuHusaynQuduri.Juz,OAI_11001253,http://gallica.bnf.fr/ark:/12148/btv1b11001253d,['Recueil.'],"['Muḥammad ibn Muḥammad Sibṭ al-Māridīnī', 'Aḥmad ibn Muḥammad al-Qudūrī', 'Ibrāhīm ibn Muḥammad al-Ḥalabī', 'Qul Aḥmad ibn Muḥammad Kirmāstī']",1
1377AhmadMuhammadShakir.JamharatMaqalat,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
1377AhmadMuhammadShakir.JamharatMaqalat,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
1377AhmadMuhammadShakir.JamharatMaqalat,OAI_10030251,http://gallica.bnf.fr/ark:/12148/btv1b10030251v,['Recueil de contes'],[],2
1377AhmadMuhammadShakir.JamharatMaqalat,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
1377AhmadMuhammadShakir.JamharatMaqalat,OAI_11000681,http://gallica.bnf.fr/ark:/12148/btv1b11000681x,['Recueil.'],"['Aḥmad', 'ʿAbbās (Sīdī al-) al-Qalʿī', 'ʿAlī ibn Abī Ṭālib', 'Sīdī l-ʿAbbās al-Qalʿī', 'Muḥammad ibn Sulaymān al-Ǧuzūlī', 'ʿAlī ibn ʿAbd Allāh al-Šāḏilī', 'Aḥmad ibn Aḥmad ibn Zarrūq al-Burnusī']",1
0926ZakariyyaAnsari.IcrabQuran,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0926ZakariyyaAnsari.IcrabQuran,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0926ZakariyyaAnsari.IcrabQuran,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0643DiyaDinMaqdisi.IkhtisasQuran,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0643DiyaDinMaqdisi.IkhtisasQuran,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0643DiyaDinMaqdisi.IkhtisasQuran,OAI_10030203,http://gallica.bnf.fr/ark:/12148/btv1b10030203p,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],28
0643DiyaDinMaqdisi.IkhtisasQuran,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0643DiyaDinMaqdisi.FadailQuran,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0643DiyaDinMaqdisi.FadailQuran,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0643DiyaDinMaqdisi.FadailQuran,OAI_10030203,http://gallica.bnf.fr/ark:/12148/btv1b10030203p,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],28
0643DiyaDinMaqdisi.FadailQuran,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0295AbuJacfarTirmidhi.TafsirBiRiwayatAbiJacfar,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0295AbuJacfarTirmidhi.TafsirBiRiwayatAbiJacfar,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0295AbuJacfarTirmidhi.TafsirBiRiwayatAbiJacfar,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0926ZakariyyaAnsari.FathRahman,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0926ZakariyyaAnsari.FathRahman,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0926ZakariyyaAnsari.FathRahman,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0926ZakariyyaAnsari.FathRahman,OAI_11000373,http://gallica.bnf.fr/ark:/12148/btv1b110003738,['ZAKARIYYĀ IBN MUḤAMMAD AL-ANṢĀRĪ. Fatḥ al-raḥmān bika?f mā yaltabis fī lʾQurʾān.'],['Zakariyyā ibn Muḥammad al-Anṣārī'],1
0926ZakariyyaAnsari.FathRahman,OAI_11000466,http://gallica.bnf.fr/ark:/12148/btv1b11000466k,['Recueil.'],"['ʿAbd al-Raḥmān ibn Abī Bakr al-Suyūṭī', 'Muḥammad ibn Aḥmad Ǧalāl al-Dīn-al-Maḥallī', 'Zakariyyā ibn Muḥammad al-Anṣārī']",2
0926ZakariyyaAnsari.FathRahman,OAI_11001500,http://gallica.bnf.fr/ark:/12148/btv1b110015004,['Recueil.'],"['ʿAlī ibn Muḥammad al-Maqdisī', 'Ḥasan (al-) ibn ʿAmmār Al-Šurunbulālī', 'ʿAbd al-Raḥmān ibn Abī Bakr al-Suyūṭī', 'Zakariyyā ibn Muḥammad al-Anṣārī', 'Muḥammad al-Bihištī al-Isfarāʾinī', 'Aḥmad ibn ʿAbd al-Razzāq al-Ṭanṭa-rānī', 'Ḥasan (al-) Kāfī al-Busnawī al-Aqḥi-ṣārī']",3
0730NizamDinNaysaburi.GharaibQuran,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0730NizamDinNaysaburi.GharaibQuran,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0730NizamDinNaysaburi.GharaibQuran,OAI_10030204,http://gallica.bnf.fr/ark:/12148/btv1b100302044,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],56
0730NizamDinNaysaburi.GharaibQuran,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0730NizamDinNaysaburi.GharaibQuran,OAI_11004318,http://gallica.bnf.fr/ark:/12148/btv1b11004318d,"['Seconde moitié du Coran (XIX, 1 à CXIV, 6).']",[],56
0489IbnMuhammadSamcani.TafsirQuran,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0489IbnMuhammadSamcani.TafsirQuran,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0489IbnMuhammadSamcani.TafsirQuran,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0751IbnQayyimJawziyya.TibyanFiAqsamQuran,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0751IbnQayyimJawziyya.TibyanFiAqsamQuran,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0751IbnQayyimJawziyya.TibyanFiAqsamQuran,OAI_10030203,http://gallica.bnf.fr/ark:/12148/btv1b10030203p,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],28
0751IbnQayyimJawziyya.TibyanFiAqsamQuran,OAI_10030204,http://gallica.bnf.fr/ark:/12148/btv1b100302044,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],56
0751IbnQayyimJawziyya.TibyanFiAqsamQuran,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0751IbnQayyimJawziyya.TibyanFiAqsamQuran,OAI_11004318,http://gallica.bnf.fr/ark:/12148/btv1b11004318d,"['Seconde moitié du Coran (XIX, 1 à CXIV, 6).']",[],56
0276IbnQutaybaDinawari.GharibQuran,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0276IbnQutaybaDinawari.GharibQuran,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0276IbnQutaybaDinawari.GharibQuran,OAI_10030203,http://gallica.bnf.fr/ark:/12148/btv1b10030203p,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],28
0276IbnQutaybaDinawari.GharibQuran,OAI_10030204,http://gallica.bnf.fr/ark:/12148/btv1b100302044,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],56
0276IbnQutaybaDinawari.GharibQuran,OAI_10030905,http://gallica.bnf.fr/ark:/12148/btv1b100309057,"['Ğuzʾ XIV du Coran (XV, 1 à XVI, 128).']",[],32
0276IbnQutaybaDinawari.GharibQuran,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0276IbnQutaybaDinawari.GharibQuran,OAI_11004318,http://gallica.bnf.fr/ark:/12148/btv1b11004318d,"['Seconde moitié du Coran (XIX, 1 à CXIV, 6).']",[],56
0751IbnQayyimJawziyya.TafsirQuran,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0751IbnQayyimJawziyya.TafsirQuran,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0751IbnQayyimJawziyya.TafsirQuran,OAI_10030203,http://gallica.bnf.fr/ark:/12148/btv1b10030203p,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],28
0751IbnQayyimJawziyya.TafsirQuran,OAI_10030204,http://gallica.bnf.fr/ark:/12148/btv1b100302044,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],56
0751IbnQayyimJawziyya.TafsirQuran,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0751IbnQayyimJawziyya.TafsirQuran,OAI_11004318,http://gallica.bnf.fr/ark:/12148/btv1b11004318d,"['Seconde moitié du Coran (XIX, 1 à CXIV, 6).']",[],56
0982IbnMuhammadAbuSucud.IrshadCaqlSalim,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0982IbnMuhammadAbuSucud.IrshadCaqlSalim,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0982IbnMuhammadAbuSucud.IrshadCaqlSalim,OAI_10030204,http://gallica.bnf.fr/ark:/12148/btv1b100302044,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],56
0982IbnMuhammadAbuSucud.IrshadCaqlSalim,OAI_10889602,http://gallica.bnf.fr/ark:/12148/btv1b10889602m,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0982IbnMuhammadAbuSucud.IrshadCaqlSalim,OAI_11004318,http://gallica.bnf.fr/ark:/12148/btv1b11004318d,"['Seconde moitié du Coran (XIX, 1 à CXIV, 6).']",[],56
0403AbuBakrBaqillani.IcjazQuran,OAI_08432529,http://gallica.bnf.fr/ark:/12148/btv1b8432529q,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0403AbuBakrBaqillani.IcjazQuran,OAI_08432904,http://gallica.bnf.fr/ark:/12148/btv1b84329048,"[""Vingt-septième ğuz' d'un coran (LI, 31-LVII, 29)""]",[],65
0403AbuBakrBaqillani.IcjazQuran,OAI_10030204,http://gallica.bnf.fr/ark:/12148/btv1b100302044,['Six corans et un ouvrage de prières donnés par le capitaine M. C. Ragland. Coran'],[],56
